Feature,Instance,X,Y
B,998,995.32,1359.02
B,999,4681.4,3191.01
B,1000,1499.19,1897.43
B,1001,4938.29,2515.74
B,1002,4899.76,4083.7
B,1003,2033.96,1350.11
B,1004,763.26,2942.73
B,1005,467.8,4893.92
B,1006,4143.99,3980.27
B,1007,265.87,1940.97
B,1008,4628.46,1750.39
B,1009,3906.9,2952.1
B,1010,392.38,2979.89
B,1011,2985.31,2103.82
B,1012,1650.07,4752.79
B,1013,354.65,3227.22
B,1014,4818.98,3550.28
B,1015,3066.98,1385.07
B,1016,1896.86,1680.19
B,1017,3255.64,1644.04
B,1018,3497.32,1753.85
B,1019,1853.78,2405.52
B,1020,2791.83,947.69
B,1021,767.33,3901.45
B,1022,786.79,118.2
B,1023,2545.88,4875.55
B,1024,2183.65,3012.01
B,1025,4022.26,4244.93
B,1026,2452.12,1729.31
B,1027,2798.63,3519.3
B,1028,3912.13,2834.48
B,1029,865.67,146.98
B,1030,3729.06,3806.73
B,1031,1531.13,2212.98
B,1032,4875.75,4082.73
B,1033,2997.06,2463.81
B,1034,724.63,3621.83
B,1035,3443.65,2874.61
B,1036,4896.61,1501.38
B,1037,160.27,4444.69
B,1038,2212.56,4083.86
B,1039,1317.02,1531.86
B,1040,2206.91,479.1
B,1041,1043.58,1806.97
B,1042,4528.02,3822.05
B,1043,3932.95,167.55
B,1044,3881.56,4736.33
B,1045,2731.91,662.85
B,1046,888.18,1706.8
B,1047,3676.47,3985.1
B,1048,4416.56,3554.35
B,1049,4025.7,1704.07
B,1050,2121.14,82.07
B,1051,4150.91,3561.82
B,1052,4568.37,1147.64
B,1053,4348.32,950.74
B,1054,1569.04,3353.94
B,1055,1306.74,4828.27
B,1056,1517.45,4333.81
B,1057,2940.06,3249.95
B,1058,2763.15,4724.16
B,1059,2684.96,1053.7
B,1060,149.77,2829.51
B,1061,3582.25,988.3
B,1062,889.91,2780.8
B,1063,1986.44,3189.81
B,1064,2824.91,1175.17
B,1065,28.13,3658.22
B,1066,58.16,4612.95
B,1067,4410.72,2124.84
B,1068,1328.19,2481.76
B,1069,2238.6,3380.38
B,1070,4473.74,2982.21
B,1071,3598.51,527.62
B,1072,3429.6,2903.65
B,1073,4145.39,1554.37
B,1074,3766.74,426.51
B,1075,1221.95,4692.4
B,1076,869.39,2972.0
B,1077,1554.3,4291.63
B,1078,1499.82,3162.61
B,1079,2671.9,1787.57
B,1080,4161.2,1158.5
B,1081,3125.83,393.87
B,1082,3325.81,2648.52
B,1083,4770.11,1904.5
B,1084,4923.09,815.22
B,1085,1921.76,281.39
B,1086,2485.56,4304.57
B,1087,1579.96,2167.56
B,1088,4230.99,3054.63
B,1089,2558.7,2986.27
B,1090,3635.41,432.07
B,1091,4423.08,2398.4
B,1092,4953.22,335.72
B,1093,2788.83,2086.16
B,1094,3058.66,119.09
B,1095,625.02,3165.58
B,1096,4809.86,451.04
B,1097,4219.18,3315.23
B,1098,4856.38,3204.64
B,1099,2201.8,781.08
B,1100,3133.54,2240.89
B,1101,1631.28,2951.52
B,1102,3504.75,940.56
B,1103,2206.84,1564.82
B,1104,1392.04,4386.73
B,1105,60.64,3445.19
B,1106,603.91,4685.63
B,1107,3152.16,3729.14
B,1108,1735.43,727.43
B,1109,440.66,2990.09
B,1110,4859.7,2683.94
B,1111,3845.84,4804.0
B,1112,190.2,3756.19
B,1113,471.53,2034.52
B,1114,85.4,3264.73
B,1115,2311.18,1026.35
B,1116,852.83,1777.63
B,1117,4852.73,1394.51
B,1118,3800.79,1471.56
B,1119,3893.65,4012.66
B,1120,3128.88,1224.01
B,1121,694.13,3671.92
B,1122,58.44,2179.83
B,1123,2561.67,124.23
B,1124,2298.88,490.04
B,1125,1579.81,4128.94
B,1126,2763.98,4211.71
B,1127,921.38,449.6
B,1128,3395.05,1827.28
B,1129,2761.32,4748.56
B,1130,469.03,172.32
B,1131,1479.42,3127.31
B,1132,2075.55,4034.29
B,1133,2592.36,3826.29
B,1134,4832.9,1757.65
B,1135,4928.35,263.87
B,1136,1833.79,1428.0
B,1137,4861.21,3635.69
B,1138,1989.82,173.92
B,1139,4745.56,3010.37
B,1140,1194.52,347.3
B,1141,4735.65,4595.36
B,1142,1684.92,3182.24
B,1143,3262.37,1641.11
B,1144,856.25,4403.13
B,1145,2999.46,1973.51
B,1146,3710.24,4145.08
B,1147,3543.64,2956.56
B,1148,4744.59,2566.82
B,1149,1596.37,1024.15
B,1150,4587.47,3735.38
B,1151,291.32,541.23
B,1152,561.69,1315.94
B,1153,2295.16,1335.99
B,1154,4350.5,2285.69
B,1155,3459.78,3221.13
B,1156,2081.72,4750.95
B,1157,3554.05,121.72
B,1158,436.67,1884.06
B,1159,1442.38,3893.31
B,1160,771.92,951.25
B,1161,2970.04,429.77
B,1162,3758.18,2954.84
B,1163,1553.62,2688.7
B,1164,2884.36,1904.65
B,1165,3891.1,4422.99
B,1166,3577.55,3721.4
B,1167,3422.9,2459.14
B,1168,55.98,4194.42
B,1169,4033.66,368.99
B,1170,887.08,1926.38
B,1171,2290.61,3570.55
B,1172,943.35,4778.33
B,1173,4891.79,3959.3
B,1174,591.04,3421.92
B,1175,2519.89,2860.53
B,1176,1124.44,2703.06
B,1177,252.24,3636.22
B,1178,765.34,4861.55
B,1179,1783.05,2606.85
B,1180,4762.32,4606.46
B,1181,3451.63,2445.85
B,1182,3394.6,4036.79
B,1183,4643.58,3360.32
B,1184,1328.05,1094.91
B,1185,65.74,1242.25
B,1186,2850.4,1073.4
B,1187,3006.23,3845.54
B,1188,3660.64,4399.49
B,1189,4486.42,3979.85
B,1190,3063.05,2594.33
B,1191,2097.66,4462.45
B,1192,4384.76,1030.57
B,1193,3298.56,874.49
B,1194,3469.17,4786.68
B,1195,1693.8,194.43
B,1196,2411.37,1426.81
B,1197,606.67,1280.62
B,1198,3474.76,4844.76
B,1199,175.96,1906.56
B,1200,134.75,1531.47
B,1201,2631.24,4496.13
B,1202,3356.18,1277.64
B,1203,10.13,51.04
B,1204,4696.83,1406.7
B,1205,4975.58,1365.85
B,1206,375.13,2803.2
B,1207,4543.8,2167.99
B,1208,2508.79,3989.18
B,1209,3061.09,2364.03
B,1210,738.23,3769.09
B,1211,4891.15,1541.37
B,1212,4401.11,4871.31
B,1213,3830.88,1423.59
B,1214,466.73,1725.61
B,1215,370.78,3815.88
B,1216,4223.53,2579.86
B,1217,3845.1,1531.58
B,1218,4963.08,2601.53
B,1219,1106.27,3107.12
B,1220,1020.44,3247.51
B,1221,1177.66,2062.47
B,1222,4811.1,327.95
B,1223,4819.3,4608.17
B,1224,1883.01,3438.68
B,1225,3771.83,4485.58
B,1226,1783.66,2811.93
B,1227,1168.33,1365.66
B,1228,1640.32,1089.87
B,1229,95.03,3484.87
B,1230,2446.76,3586.55
B,1231,4584.32,2971.22
B,1232,1035.92,1159.69
B,1233,2142.32,2795.27
B,1234,3958.1,3012.23
B,1235,2204.91,4907.27
B,1236,2882.91,4953.97
B,1237,1343.59,2490.72
B,1238,2591.44,2828.68
B,1239,1730.27,4073.16
B,1240,52.01,4222.71
B,1241,4540.58,2028.05
B,1242,2953.78,885.2
B,1243,2032.22,1411.6
B,1244,1411.53,2479.44
B,1245,4891.26,3873.21
B,1246,2506.5,2621.4
B,1247,660.36,2433.89
B,1248,3663.2,3206.44
B,1249,1026.54,3651.41
B,1250,3185.62,2024.02
B,1251,650.07,3870.78
B,1252,1233.77,3864.56
B,1253,1602.67,1829.69
B,1254,1468.34,3677.61
B,1255,3774.22,3811.64
B,1256,4359.6,1021.87
B,1257,3432.85,3224.05
B,1258,4045.96,2556.27
B,1259,17.44,150.73
B,1260,4127.47,730.73
B,1261,1383.75,1478.66
B,1262,3120.97,3331.69
B,1263,2400.76,261.5
B,1264,4293.61,3909.7
B,1265,3827.52,4385.0
B,1266,1802.14,3078.87
B,1267,887.54,3027.99
B,1268,3572.64,669.8
B,1269,794.27,4089.22
B,1270,4282.53,202.53
B,1271,4943.26,2733.91
B,1272,3705.22,1079.61
B,1273,4513.62,1484.63
B,1274,4188.55,2436.31
B,1275,3387.92,1106.93
B,1276,3188.99,875.82
B,1277,4523.93,2454.9
B,1278,640.28,4171.41
B,1279,749.81,2902.08
B,1280,1463.8,1341.17
B,1281,2536.08,2558.63
B,1282,4850.1,4389.22
B,1283,2009.5,1280.73
B,1284,134.33,404.86
B,1285,4651.41,3376.16
B,1286,1762.0,928.22
B,1287,868.2,3924.94
B,1288,787.47,3649.83
B,1289,2773.44,2041.36
B,1290,3818.08,916.13
B,1291,1072.95,1857.29
B,1292,521.78,2720.59
B,1293,1196.01,926.32
B,1294,3554.94,3432.64
B,1295,2387.71,4401.23
B,1296,4920.0,2892.19
B,1297,2625.42,2941.36
B,1298,2666.45,2384.62
B,1299,2883.82,4316.0
B,1300,4070.11,3232.89
B,1301,1350.3,3783.69
B,1302,2784.9,11.76
B,1303,4344.93,2260.77
B,1304,7.62,598.99
B,1305,1667.43,1990.44
B,1306,1397.96,3708.45
B,1307,4084.0,547.67
B,1308,268.22,678.79
B,1309,2036.86,2129.5
B,1310,3193.21,1083.19
B,1311,2725.79,1701.7
B,1312,3017.15,250.18
B,1313,3456.17,3869.81
B,1314,3302.81,2926.84
B,1315,1258.49,3402.84
B,1316,766.01,3457.44
B,1317,2971.25,585.19
B,1318,4565.84,2289.26
B,1319,4072.39,510.02
B,1320,3375.66,3935.24
B,1321,918.7,2955.94
B,1322,1765.21,397.27
B,1323,3003.27,1211.54
B,1324,3808.19,2077.75
B,1325,2673.15,1987.66
B,1326,347.77,754.31
B,1327,1122.79,2986.92
B,1328,507.1,4648.6
B,1329,766.54,2534.73
B,1330,1555.59,475.12
B,1331,3957.96,2080.78
B,1332,4340.5,3264.59
B,1333,1224.43,2940.52
B,1334,737.2,3498.82
B,1335,981.83,2978.96
B,1336,1606.4,1526.84
B,1337,3753.84,4257.97
B,1338,164.49,4769.85
B,1339,4936.49,2619.88
B,1340,2246.91,2244.62
B,1341,61.62,1225.06
B,1342,253.69,4270.84
B,1343,3055.07,11.7
B,1344,2334.65,4984.32
B,1345,78.09,4917.23
B,1346,1522.72,1537.66
B,1347,3954.42,2900.54
B,1348,4977.28,3837.92
B,1349,3615.45,3500.62
B,1350,4172.84,62.75
B,1351,474.34,309.37
B,1352,1095.92,4694.19
B,1353,381.26,3820.93
B,1354,2000.47,1864.82
B,1355,2822.44,737.25
B,1356,4712.12,3146.66
B,1357,287.81,4310.97
B,1358,413.5,2732.91
B,1359,1827.08,69.66
B,1360,209.51,1212.73
B,1361,605.87,752.88
B,1362,3420.73,1064.6
B,1363,1456.24,68.74
B,1364,2572.41,853.3
B,1365,4280.69,1326.56
B,1366,1154.4,1435.86
B,1367,3447.05,2184.16
B,1368,1770.28,4752.25
B,1369,129.14,559.5
B,1370,3889.58,4234.14
B,1371,3011.23,469.83
B,1372,2161.89,4340.84
B,1373,205.12,3376.06
B,1374,1249.85,4643.45
B,1375,2487.05,2244.37
B,1376,2010.84,3545.79
B,1377,3291.11,2960.11
B,1378,4456.88,4721.46
B,1379,1888.65,31.32
B,1380,3237.95,312.52
B,1381,1248.52,1147.17
B,1382,2584.13,1495.87
B,1383,4582.85,3276.25
B,1384,4699.61,3103.65
B,1385,2540.69,661.25
B,1386,2603.77,1267.58
B,1387,1180.08,975.37
B,1388,3201.5,136.04
B,1389,3590.99,4079.89
B,1390,859.48,3080.18
B,1391,3818.89,2928.96
B,1392,3366.25,2036.32
B,1393,4315.73,2608.61
B,1394,3144.75,486.94
B,1395,2727.29,2048.82
B,1396,2863.6,97.81
B,1397,2321.55,3577.06
B,1398,2985.62,1864.06
B,1399,2885.7,666.01
B,1400,4757.99,1928.86
B,1401,3676.44,3146.2
B,1402,2102.76,1825.8
B,1403,4640.6,743.26
B,1404,2365.71,2315.74
B,1405,4758.61,4320.84
B,1406,1130.47,2808.76
B,1407,4171.84,157.78
B,1408,1493.63,3319.56
B,1409,2780.92,547.81
B,1410,2180.15,1974.24
B,1411,131.51,4212.68
B,1412,376.37,491.87
B,1413,2797.64,2505.96
B,1414,3946.03,2603.01
B,1415,2989.75,1337.45
B,1416,2250.34,2924.98
B,1417,4321.9,3930.62
B,1418,4403.73,672.69
B,1419,826.2,1540.45
B,1420,2395.72,3572.47
B,1421,242.9,829.0
B,1422,728.33,3406.45
B,1423,918.35,54.85
B,1424,925.97,2163.78
B,1425,2083.44,4666.07
B,1426,4083.14,2337.89
B,1427,3485.86,2783.74
B,1428,1797.36,4463.77
B,1429,2769.83,1610.89
B,1430,4028.15,2134.64
B,1431,1797.23,4762.7
B,1432,4326.0,3421.16
B,1433,2070.5,3205.49
B,1434,3486.86,241.23
B,1435,754.04,820.93
B,1436,2493.36,1240.47
B,1437,3152.09,3607.68
B,1438,1731.35,4302.51
B,1439,3484.34,1969.92
B,1440,4573.53,2742.8
B,1441,1579.99,1782.25
B,1442,519.57,3323.68
B,1443,2254.31,4912.45
B,1444,4439.12,1538.16
B,1445,2133.26,4939.97
B,1446,2902.86,4215.31
B,1447,2512.3,261.07
B,1448,1775.24,480.19
B,1449,1503.0,2307.17
B,1450,1335.94,2712.86
B,1451,1567.99,684.74
B,1452,1409.73,1262.5
B,1453,2172.71,2842.67
B,1454,4185.8,4878.18
B,1455,1052.4,2494.85
B,1456,979.42,799.91
B,1457,2037.36,1285.36
B,1458,554.66,14.98
B,1459,4243.13,1002.32
B,1460,1166.85,2158.05
B,1461,3766.37,1948.7
B,1462,3107.97,814.08
B,1463,2918.07,3278.04
B,1464,3728.17,2891.02
B,1465,1832.44,1251.15
B,1466,2799.5,1177.17
B,1467,633.98,1860.67
B,1468,1174.81,895.24
B,1469,372.52,4257.07
B,1470,1150.97,4411.64
B,1471,726.65,4560.93
B,1472,485.76,4638.41
B,1473,3960.54,2102.95
B,1474,2177.95,1226.94
B,1475,4706.42,1760.26
B,1476,1237.07,500.68
B,1477,1140.32,4177.89
B,1478,3946.49,4619.29
B,1479,2576.78,595.66
B,1480,3344.43,3894.67
B,1481,4114.5,1294.77
B,1482,3045.74,4801.24
B,1483,4695.35,4802.25
B,1484,165.93,176.69
B,1485,110.55,4659.41
B,1486,4642.46,4986.06
B,1487,4851.35,1755.21
B,1488,1431.4,4205.44
B,1489,1462.93,3469.56
B,1490,1853.53,815.12
B,1491,1100.09,2501.22
B,1492,3184.6,72.18
B,1493,14.09,2298.82
B,1494,36.85,1456.09
B,1495,2914.18,1555.51
B,1496,3318.47,4776.86
B,1497,912.64,2256.3
B,1498,297.14,4431.88
B,1499,1515.19,684.52
B,1500,4943.06,4158.29
B,1501,1937.02,2001.26
B,1502,1116.39,47.0
B,1503,2117.8,1251.01
B,1504,649.33,4385.12
B,1505,2746.49,4741.05
B,1506,3156.36,4107.22
B,1507,3742.12,2529.31
B,1508,2794.58,1613.28
B,1509,3110.17,2973.56
B,1510,4787.16,2396.53
B,1511,4765.4,3709.84
B,1512,2262.51,3555.04
B,1513,1340.95,4865.6
B,1514,4073.41,2595.05
B,1515,1458.07,1999.52
B,1516,2690.24,778.41
B,1517,3526.5,2695.24
B,1518,3878.1,4098.82
B,1519,1384.83,3137.6
B,1520,2954.38,3763.07
B,1521,1649.48,651.73
B,1522,3709.6,3173.13
B,1523,3399.15,4211.25
B,1524,1034.74,3383.33
B,1525,4461.72,3683.86
B,1526,1321.71,3541.64
B,1527,897.37,2546.53
B,1528,4392.89,3227.18
B,1529,4738.76,2561.36
B,1530,3706.05,2252.21
B,1531,2177.6,3054.28
B,1532,2927.04,746.97
B,1533,2050.81,2377.95
B,1534,580.72,1046.88
B,1535,3651.21,3695.76
B,1536,228.45,4972.57
B,1537,19.18,1024.08
B,1538,747.05,4113.67
B,1539,0.24,4089.37
B,1540,155.88,2129.7
B,1541,3830.86,690.08
B,1542,3133.33,2774.21
B,1543,677.81,4148.61
B,1544,4881.04,979.97
B,1545,3302.35,650.92
B,1546,4360.07,3823.48
B,1547,4431.55,702.17
B,1548,1585.48,3595.2
B,1549,2724.69,2962.64
B,1550,1122.33,1021.2
B,1551,3630.52,4987.86
B,1552,4732.13,765.96
B,1553,3455.41,1349.14
B,1554,3522.45,4873.29
B,1555,1799.48,279.22
B,1556,3226.94,649.38
B,1557,2405.47,1576.35
B,1558,3421.35,1487.52
B,1559,4920.95,152.83
B,1560,69.15,2902.2
B,1561,2496.91,4600.75
B,1562,2744.53,3000.28
B,1563,4335.69,1404.97
B,1564,541.01,4317.01
B,1565,4438.61,2151.85
B,1566,1388.98,2037.6
B,1567,2967.04,4134.68
B,1568,3499.18,3843.0
B,1569,957.96,2367.37
B,1570,4318.81,4328.67
B,1571,626.15,7.76
B,1572,4180.49,3023.13
B,1573,2423.99,3710.68
B,1574,1418.0,2855.21
B,1575,2280.82,97.96
B,1576,3674.25,2571.86
B,1577,2893.48,3220.13
B,1578,3524.3,4029.77
B,1579,2243.33,1731.84
B,1580,1430.27,2050.43
B,1581,808.13,4205.44
B,1582,434.68,4647.63
B,1583,3890.24,1189.34
B,1584,2682.34,3270.79
B,1585,3077.16,4578.35
B,1586,529.56,2553.58
B,1587,834.03,740.48
B,1588,2276.05,2489.15
B,1589,420.26,4721.4
B,1590,576.3,625.01
B,1591,4986.97,2685.81
B,1592,2036.19,4340.65
B,1593,3477.6,3817.12
B,1594,4144.12,4746.92
B,1595,610.38,4469.41
B,1596,1599.67,4226.11
B,1597,937.11,2268.37
B,1598,3520.54,1420.71
B,1599,4573.08,4532.86
B,1600,4132.89,1234.65
B,1601,1028.34,3147.21
B,1602,4778.04,2702.48
B,1603,4568.39,1120.67
B,1604,1737.83,2153.0
B,1605,944.08,1035.15
B,1606,3609.51,2521.93
B,1607,1155.55,805.25
B,1608,2063.46,3122.32
B,1609,2169.26,1094.03
B,1610,1170.03,73.12
B,1611,2045.22,2935.42
B,1612,2660.41,3607.75
B,1613,2978.67,1303.45
B,1614,1616.48,3565.65
B,1615,2219.94,855.34
B,1616,2916.07,887.4
B,1617,588.51,4341.65
B,1618,4596.67,1839.76
B,1619,2907.77,4333.71
B,1620,4772.25,2356.94
B,1621,2079.29,1991.12
B,1622,3802.83,4575.23
B,1623,859.91,4077.74
B,1624,3070.57,131.85
B,1625,204.91,398.22
B,1626,4251.45,3479.05
B,1627,3362.83,4059.76
B,1628,4189.43,3092.92
B,1629,486.8,1170.29
B,1630,4723.8,3264.94
B,1631,4504.19,3172.18
B,1632,4933.06,88.75
B,1633,3119.08,2722.1
B,1634,1933.42,1813.9
B,1635,1208.58,223.71
B,1636,214.55,2835.55
B,1637,1321.78,3813.09
B,1638,2993.84,54.1
B,1639,4132.59,3085.18
B,1640,2747.85,3900.93
B,1641,3232.88,1484.62
B,1642,3360.74,1821.72
B,1643,1603.88,4437.02
B,1644,2524.57,1528.75
B,1645,152.22,1503.76
B,1646,1352.95,1737.48
B,1647,4609.91,1507.31
B,1648,2852.74,3907.11
B,1649,2058.06,3714.09
B,1650,1456.15,3137.8
B,1651,2144.32,1256.67
B,1652,3923.28,4981.21
B,1653,183.67,1415.91
B,1654,2157.27,4549.74
B,1655,1065.92,4135.33
B,1656,3960.33,2401.62
B,1657,3422.44,822.87
B,1658,32.06,3019.57
B,1659,4811.44,3111.33
B,1660,3484.86,3682.06
B,1661,197.53,404.67
B,1662,1661.68,4704.82
B,1663,3870.75,3477.07
B,1664,3225.64,4814.47
B,1665,960.35,4086.73
B,1666,2996.03,418.5
B,1667,1629.03,4610.04
B,1668,1756.61,1976.21
B,1669,2561.34,3379.53
B,1670,1638.05,187.98
B,1671,2279.75,2974.84
B,1672,462.83,1016.89
B,1673,2543.43,3951.33
B,1674,3315.04,3787.04
B,1675,1475.25,4833.17
B,1676,4095.66,3946.73
B,1677,229.23,2774.08
B,1678,2940.27,1739.65
B,1679,4595.0,4218.46
B,1680,1110.46,1706.6
B,1681,3190.27,2342.8
B,1682,3589.39,1979.19
B,1683,1139.3,3541.83
B,1684,772.59,3812.4
B,1685,4066.26,3055.85
B,1686,458.23,1431.91
B,1687,1473.28,3296.88
B,1688,1402.32,2222.69
B,1689,4941.84,644.79
B,1690,2161.39,4919.42
B,1691,162.03,4438.6
B,1692,3339.22,1127.17
B,1693,4991.07,4049.3
B,1694,189.27,3854.95
B,1695,1669.77,16.96
B,1696,2381.22,3342.89
B,1697,2269.08,4931.45
B,1698,1997.71,4936.95
B,1699,4385.45,3483.64
B,1700,4877.59,4001.6
B,1701,3178.74,4502.64
B,1702,4720.78,3419.4
B,1703,4374.95,2663.76
B,1704,2473.45,1932.34
B,1705,1371.77,717.58
B,1706,1797.81,3950.21
B,1707,2057.06,1191.03
B,1708,1544.57,3751.67
B,1709,4003.58,2462.21
B,1710,1988.12,2089.99
B,1711,3352.56,1917.64
B,1712,2142.63,4049.3
B,1713,674.63,2115.34
B,1714,4162.83,1541.84
B,1715,1299.18,1465.37
B,1716,2837.24,1458.2
B,1717,767.2,3159.8
B,1718,1740.68,659.39
B,1719,4717.82,4919.82
B,1720,1752.23,2327.31
B,1721,1575.86,3256.93
B,1722,2483.18,952.19
B,1723,3219.14,3431.01
B,1724,1285.83,1078.04
B,1725,3386.87,3246.04
B,1726,933.37,1923.24
B,1727,1495.52,2787.6
B,1728,649.04,1261.09
B,1729,2360.01,671.48
B,1730,2744.76,2259.61
B,1731,3500.93,931.61
B,1732,633.16,4906.4
B,1733,2880.34,339.61
B,1734,3183.01,3897.27
B,1735,4450.35,885.19
B,1736,4033.85,4083.76
B,1737,709.98,4660.81
B,1738,514.14,95.63
B,1739,4434.46,1190.44
B,1740,830.16,2243.62
B,1741,829.51,3084.78
B,1742,3154.96,3053.14
B,1743,532.0,914.0
B,1744,4962.68,2979.6
B,1745,2510.76,479.59
B,1746,3299.37,4046.34
B,1747,2175.06,4492.62
B,1748,3826.38,644.24
B,1749,2623.76,2576.79
B,1750,3071.84,2879.53
B,1751,248.0,2388.56
B,1752,1627.69,2501.69
B,1753,4212.18,1849.61
B,1754,1213.25,1834.7
B,1755,2273.46,553.41
B,1756,1826.64,1169.57
B,1757,4841.32,501.14
B,1758,1430.09,416.15
B,1759,2776.65,2580.02
B,1760,4374.4,1966.34
B,1761,376.93,203.41
B,1762,1386.51,3970.76
B,1763,2585.81,4987.51
B,1764,1908.7,1217.36
B,1765,834.44,4869.89
B,1766,2471.87,1857.67
B,1767,3118.6,2950.63
B,1768,1995.62,3440.95
B,1769,1457.09,653.27
B,1770,3840.96,3682.39
B,1771,4700.75,3127.98
B,1772,706.13,1957.35
B,1773,3652.95,2129.8
B,1774,4205.02,1673.92
B,1775,3062.53,3410.22
B,1776,2867.59,43.74
B,1777,3202.39,1105.5
B,1778,2502.6,44.58
B,1779,1002.05,2656.93
B,1780,4915.87,4224.67
B,1781,4940.91,4995.89
B,1782,1000.27,2403.57
B,1783,3081.54,4968.96
B,1784,3050.97,1890.69
B,1785,3505.52,2989.14
B,1786,3959.06,2123.38
B,1787,3739.06,692.0
B,1788,2265.6,2248.95
B,1789,4497.28,4429.16
B,1790,317.81,456.01
B,1791,782.49,234.78
B,1792,3154.84,2424.21
B,1793,2002.3,2428.13
B,1794,3655.28,2013.1
B,1795,448.03,1951.04
B,1796,2438.9,3800.16
B,1797,737.4,4616.29
B,1798,3741.48,4704.86
B,1799,2127.71,3302.56
B,1800,3875.81,3683.99
B,1801,4078.83,2314.33
B,1802,3168.4,73.38
B,1803,4451.16,744.21
B,1804,1304.68,2510.39
B,1805,3839.9,253.65
B,1806,547.3,1572.89
B,1807,2339.12,4459.86
B,1808,3442.18,4706.13
B,1809,1841.05,3576.06
B,1810,401.27,653.42
B,1811,1313.68,1037.87
B,1812,1442.66,1554.48
B,1813,550.24,158.9
B,1814,1385.98,4122.78
B,1815,1950.52,2560.74
B,1816,121.24,1194.72
B,1817,553.36,1633.82
B,1818,1377.18,3468.16
B,1819,2066.38,3081.45
B,1820,2973.05,1258.09
B,1821,1123.45,1144.89
B,1822,3173.2,194.37
B,1823,1403.74,866.01
B,1824,1461.04,1277.54
B,1825,1174.1,4035.34
B,1826,2863.81,3551.66
B,1827,2901.3,3222.39
B,1828,2370.31,3040.96
B,1829,871.67,1613.93
B,1830,4523.15,4292.26
B,1831,4358.24,2181.9
B,1832,559.86,1279.16
B,1833,132.41,4352.58
B,1834,1019.54,705.3
B,1835,3082.68,4974.03
B,1836,2639.76,3759.6
B,1837,603.0,4143.18
B,1838,4529.97,168.79
B,1839,2864.67,1248.29
B,1840,150.74,4684.23
B,1841,3697.86,108.44
B,1842,2948.67,2915.18
B,1843,4696.93,1569.58
B,1844,3293.43,2330.97
B,1845,4263.51,3336.22
B,1846,2596.49,452.45
B,1847,3558.31,3680.8
B,1848,1899.85,3941.55
B,1849,585.03,1894.04
B,1850,61.96,2051.16
B,1851,4846.47,755.75
B,1852,3194.85,1200.08
B,1853,1395.58,4104.21
B,1854,2948.65,3758.12
B,1855,3692.42,2201.52
B,1856,176.29,4623.38
B,1857,1463.19,4838.92
B,1858,594.39,4249.8
B,1859,4233.22,2644.68
B,1860,1582.23,3562.83
B,1861,1059.16,3688.57
B,1862,1441.79,4746.46
B,1863,2377.54,2187.31
B,1864,201.29,1922.21
B,1865,2243.33,588.42
B,1866,4583.76,970.64
B,1867,1186.33,3099.58
B,1868,4837.75,2942.12
B,1869,1913.59,1748.6
B,1870,1519.6,592.72
B,1871,3620.93,4535.31
B,1872,3638.55,2061.99
B,1873,3159.94,2973.11
B,1874,3989.26,3719.39
B,1875,3086.4,2650.06
B,1876,4708.33,2940.35
B,1877,311.81,1499.13
B,1878,992.0,1157.91
B,1879,4313.96,3448.39
B,1880,3822.54,4208.27
B,1881,3902.92,1026.44
B,1882,1514.79,3104.0
B,1883,2617.77,4205.65
B,1884,3437.05,3363.62
B,1885,1.16,2652.28
B,1886,2336.21,2484.63
B,1887,1125.09,989.51
B,1888,4941.9,1523.85
B,1889,50.02,4379.8
B,1890,1586.52,4404.43
B,1891,3198.05,1481.9
B,1892,3835.81,4593.27
B,1893,880.09,1643.41
B,1894,658.83,4687.2
B,1895,2107.57,3679.85
B,1896,3628.16,3465.19
B,1897,2926.06,2311.32
B,1898,1689.8,2594.49
B,1899,3020.52,534.54
B,1900,4444.22,3954.29
B,1901,4536.06,625.64
B,1902,3718.23,434.12
B,1903,313.85,2223.7
B,1904,1815.26,4322.3
B,1905,1557.23,4468.16
B,1906,1107.88,4934.16
B,1907,1861.87,4418.11
B,1908,1010.22,2421.02
B,1909,2190.63,1921.52
B,1910,2223.91,974.36
B,1911,3546.82,3749.86
B,1912,1256.04,1321.31
B,1913,4024.12,3871.02
B,1914,4558.57,3813.77
B,1915,4299.7,2347.41
B,1916,3503.33,4515.48
B,1917,4935.58,2632.24
B,1918,4868.37,2572.41
B,1919,2763.67,3401.69
B,1920,4279.42,3656.39
B,1921,4828.14,1336.53
B,1922,3129.96,2639.42
B,1923,2571.96,3693.99
B,1924,1603.32,3507.95
B,1925,1301.1,4268.78
B,1926,403.86,1099.0
B,1927,3310.63,3469.86
B,1928,407.46,786.2
B,1929,4369.6,2396.91
B,1930,1410.0,1442.83
B,1931,2665.13,3001.5
B,1932,22.6,4209.83
B,1933,964.83,1592.4
B,1934,4998.58,4229.63
B,1935,4549.74,3437.81
B,1936,4657.35,3788.95
B,1937,2642.09,3567.52
B,1938,1146.22,2210.3
B,1939,619.89,3616.62
B,1940,3749.35,330.13
B,1941,2267.69,1050.62
B,1942,2512.66,30.93
B,1943,1943.55,2404.33
B,1944,1204.85,1465.73
B,1945,2224.78,4082.17
B,1946,3202.81,366.76
B,1947,1991.69,2836.6
B,1948,991.26,1826.65
B,1949,1313.93,3920.14
B,1950,1674.59,979.56
B,1951,3695.41,2373.69
B,1952,3958.21,2863.29
B,1953,4611.42,1614.91
