Feature,Instance,X,Y,Checkin
B,2800,50387.023760000004,72728.32727000001,626
B,2801,22516.32622,58026.10015,547
B,2802,15355.263640000001,64972.807629999996,606
B,2803,24535.43834,67729.11742000001,531
B,2804,21747.57591,61445.92104,414
B,2805,18274.83531,44183.9961,431
B,2806,26086.414819999998,53505.29456,499
B,2807,20591.77455,50804.839810000005,620
B,2808,18641.90159,57540.53441,573
B,2809,34160.95712,48016.4092,596
B,2810,21366.372580000003,69120.10282,575
B,2811,17950.32471,71881.98141000001,664
B,2812,6331.579813,57362.93432000001,576
B,2813,14297.04835,59493.422629999994,447
B,2814,24958.38801,60751.670179999994,560
B,2815,26822.4489,66422.73319,589
B,2816,22832.73602,68620.77101,445
B,2817,30781.400560000002,57330.07841,479
B,2818,15355.118390000001,65037.63957000001,382
B,2819,21768.3374,59392.727629999994,650
B,2820,18019.19598,68591.17842000001,670
B,2821,48638.362389999995,61471.32589,544
B,2822,22935.15406,63634.7258,663
B,2823,24619.6072,57018.31485,556
B,2824,22976.819190000002,57990.459839999996,612
B,2825,29791.58442,66885.82326,649
B,2826,54658.34123,64645.284360000005,517
B,2827,64257.168920000004,49271.24864,430
B,2828,13529.96286,58692.13948,430
B,2829,14271.005009999999,80566.87767999999,687
B,2830,10210.95575,70997.86796,675
B,2831,13163.26972,75095.80133,575
B,2832,20320.554630000002,73131.25205,691
B,2833,18204.94384,57276.22814,499
B,2834,30540.906810000004,60302.346170000004,502
B,2835,17140.350159999998,70007.8694,710
B,2836,27113.10068,58341.182720000004,579
B,2837,20819.99584,72869.05077999999,733
B,2838,19142.65515,50557.841360000006,589
B,2839,28011.572630000002,65176.547660000004,572
B,2840,22648.07605,66386.49145,497
B,2841,24946.19344,53944.83976,558
B,2842,24164.63493,78655.14288,686
B,2843,30960.672110000003,72297.59191,637
B,2844,19201.27909,53593.54887,502
B,2845,26863.651019999998,70876.86912999999,574
B,2846,20159.10119,74448.70705,629
B,2847,19842.99508,56733.50426,568
B,2848,29216.363810000003,55604.63102000001,685
B,2849,18025.48247,67235.47692,559
B,2850,13455.02405,61697.3968,637
B,2851,18972.04204,69573.48091,623
B,2852,28800.475539999996,65899.83423,574
B,2853,23604.31897,62020.26455,510
B,2854,24307.9607,53754.420289999995,645
B,2855,20156.26271,52550.96972,671
B,2856,18889.69133,68800.24222,382
B,2857,17545.35556,69290.64168,526
B,2858,30041.763410000003,53652.678360000005,658
B,2859,6615.922757,49074.60326,777
B,2860,19877.81975,61862.33345,697
B,2861,44335.81521,54782.13075,622
B,2862,21764.19685,70792.53526,660
B,2863,22624.19022,50782.83192,608
B,2864,19126.484080000002,67531.79264,643
B,2865,26516.380409999998,58903.39739,635
B,2866,47122.151060000004,74343.47905,692
B,2867,17261.30049,49704.9466,679
B,2868,19068.839330000003,75176.71596,473
B,2869,21573.850280000002,60493.344789999996,503
B,2870,17136.65306,55081.9214,664
B,2871,34310.99901,52539.252960000005,624
B,2872,41880.16036,59699.724310000005,787
B,2873,29272.56683,55170.20912000001,500
B,2874,46531.0045,61322.549889999995,678
B,2875,20671.50094,58323.70782999999,580
B,2876,15296.2007,62765.614689999995,545
B,2877,20852.33203,80730.01004,449
B,2878,19111.82803,63946.088410000004,507
B,2879,21340.98889,68816.15785,518
B,2880,25229.79151,52618.30762,444
B,2881,27949.531219999997,23370.05815,742
B,2882,30324.05883,60688.631389999995,677
B,2883,17370.94786,57173.56179,518
B,2884,21021.79316,71327.39599,453
B,2885,20821.83212,51888.037769999995,531
B,2886,19930.26054,72592.17017,706
B,2887,29649.54477,59355.69512999999,454
B,2888,33195.67322,54227.45624,570
B,2889,25805.01928,71710.91907999999,632
B,2890,13845.05515,60901.1367,553
B,2891,8086.725495000001,65928.79197,519
B,2892,20533.63699,50571.340130000004,793
B,2893,18558.53395,78186.96292,655
B,2894,18534.22251,71386.30273,648
B,2895,25642.84419,70873.38306000001,791
B,2896,18503.79098,77431.97876,572
B,2897,22640.69843,59358.2345,549
B,2898,27001.41549,51480.56885,652
B,2899,13075.43604,58252.549739999995,660
B,2900,21131.19118,61826.737689999994,584
B,2901,20147.82867,75014.06252,699
B,2902,14834.181219999999,63767.90916,816
B,2903,21344.16448,54796.1864,529
B,2904,22370.86926,60380.67687999999,637
B,2905,24871.54919,53910.32435,567
B,2906,34238.556710000004,47786.384439999994,499
B,2907,25974.423769999998,43908.09559,613
B,2908,64169.49808,49357.943680000004,549
B,2909,17581.76799,71452.07023,599
B,2910,17472.82924,57842.608270000004,446
B,2911,21036.90022,53742.90402,681
B,2912,63722.239910000004,50051.52628,664
B,2913,29912.344119999998,48869.43762,494
B,2914,34649.76164,48239.8405,498
B,2915,13281.09666,61318.74084,522
B,2916,22662.02237,44643.511,661
B,2917,21730.66543,67422.55511,579
B,2918,18388.1431,70438.09242999999,686
B,2919,17739.57861,61631.9857,680
B,2920,21356.11236,62213.279070000004,736
B,2921,21059.47392,63711.63089,702
B,2922,28224.488660000003,56279.747489999994,583
B,2923,20396.29864,74759.86919,484
B,2924,29543.56188,57069.04659,569
B,2925,21261.729059999998,59984.23417999999,743
B,2926,30528.801369999997,53791.86489,657
B,2927,21147.88509,55221.62026,442
B,2928,33605.07093,75820.37987,499
B,2929,29963.443410000003,52925.95027,649
B,2930,20230.48271,75970.48124,469
B,2931,13191.16274,63928.658070000005,545
B,2932,6144.927624,33061.592560000005,632
B,2933,26656.28014,65377.59239,564
B,2934,24008.91662,65423.122879999995,647
B,2935,30308.67163,57336.716420000004,531
B,2936,15378.9371,60097.42556,554
B,2937,14953.30184,60717.021120000005,366
B,2938,20111.18261,74589.21895,525
B,2939,16866.69688,65350.77306,616
B,2940,13513.5916,79171.53748,736
B,2941,19603.84188,75818.84288,654
B,2942,19691.871069999997,70022.6824,734
B,2943,23962.607369999998,70243.22906,649
B,2944,26339.2233,70621.03857,709
B,2945,15347.56446,61340.202979999995,587
B,2946,27716.87372,68395.56883999999,713
B,2947,19381.93273,70218.13606,658
B,2948,20537.5035,70972.20694,544
B,2949,19301.556269999997,68438.21469,611
B,2950,46598.903060000004,61267.83089,553
B,2951,24118.28428,69095.834,431
B,2952,64665.432479999996,48245.464980000004,622
B,2953,45514.04582,45977.44964,815
B,2954,30315.310230000003,51596.62259,844
B,2955,29132.5109,23140.59027,746
B,2956,30821.68857,57244.24096,551
B,2957,22412.78376,59178.540539999995,449
B,2958,42311.95227,58547.0723,611
B,2959,28983.12858,56340.013020000006,503
B,2960,26843.738260000002,60491.7187,556
B,2961,25064.77347,66883.06113,456
B,2962,12132.30913,65561.49636,582
B,2963,7440.692443999999,65262.51875,366
B,2964,19642.86719,70209.23712,581
B,2965,8184.0348730000005,56542.6727,684
B,2966,26175.37376,49134.64603,514
B,2967,21198.51219,76106.54924,720
B,2968,17993.963509999998,71877.52637,579
B,2969,21069.23335,61763.05292,744
B,2970,46663.79855,61008.74815,581
B,2971,21552.382709999998,62650.128970000005,550
B,2972,20921.91373,67476.1158,486
B,2973,22476.13482,63347.47607999999,550
B,2974,14833.606069999998,69411.00567,720
B,2975,31065.014030000002,47213.73385,696
B,2976,32299.688560000002,51317.7038,583
B,2977,17483.64072,71420.79587,761
B,2978,23540.185569999998,65761.75032,480
B,2979,41817.72197,60036.8259,682
B,2980,22198.51398,61629.14562,618
B,2981,35246.73066,26188.84985,632
B,2982,17147.88457,56928.26739,564
B,2983,26185.963190000002,66467.37267000001,653
B,2984,37935.91338,90997.53632,739
B,2985,13789.765640000001,61329.967529999994,604
B,2986,23868.067769999998,83184.51328,694
B,2987,17219.498519999997,56314.12925,487
B,2988,6381.951879,57399.73293,528
B,2989,22417.70282,64004.583060000004,637
B,2990,21378.8609,58106.2797,568
B,2991,14968.604930000001,68249.97819,592
B,2992,26911.030319999998,59119.91224,435
B,2993,19353.10635,59447.13479,644
B,2994,24053.51324,77356.85568,744
B,2995,14456.19569,69264.59084,614
B,2996,13496.77863,69692.41928999999,690
B,2997,21306.320069999998,54217.17624,637
B,2998,25906.19983,51279.15658,607
B,2999,40528.5219,26575.46919,568
B,3000,22448.7679,63990.05964,634
B,3001,9723.058737000001,65730.00817999999,728
B,3002,19529.17594,75813.26294,685
B,3003,25766.47234,51598.31551,514
B,3004,12194.78196,65407.2518,558
B,3005,30519.938019999998,73625.53852999999,544
B,3006,21330.16219,86212.30195,644
B,3007,28807.81778,58745.221260000006,761
B,3008,23440.449819999998,57086.18735,534
B,3009,31282.74853,16940.54718,535
B,3010,12816.88185,64260.54727,682
B,3011,14496.103130000001,64839.702229999995,587
B,3012,23740.042390000002,64139.96053,512
B,3013,31038.43931,56218.7803,570
B,3014,38314.11017,38060.033910000006,530
B,3015,24050.22421,86855.15281,537
B,3016,22339.237559999998,72103.51931,722
B,3017,19551.48789,58377.123739999995,604
B,3018,19291.285180000003,68939.97449,591
B,3019,28580.977310000002,55363.93645,424
B,3020,31682.628060000003,95854.74184,762
B,3021,12499.63214,60233.28194,632
B,3022,17716.91935,57949.70737999999,647
B,3023,20505.37046,74736.45796,453
B,3024,20999.33521,54356.30707,512
B,3025,23284.64307,52080.751580000004,728
B,3026,23031.50373,62016.856439999996,741
B,3027,10123.35135,64335.12461,589
B,3028,28807.96036,25399.47279,604
B,3029,26823.3901,49704.93546,604
B,3030,20801.42998,54825.077320000004,508
B,3031,19962.42271,57590.8652,584
B,3032,23550.772119999998,61491.9193,681
B,3033,17940.90541,72013.71687999999,556
B,3034,17481.747730000003,76728.99602,472
B,3035,13630.04911,69795.21929,574
B,3036,18902.46576,64153.94935,532
B,3037,39094.746869999995,76657.83793,545
B,3038,15670.790619999998,63448.39382999999,914
B,3039,25913.52358,70967.22843999999,718
B,3040,19262.47705,58761.9722,564
B,3041,22379.79778,68232.92654,562
B,3042,23662.92432,53456.04412,530
B,3043,18892.07012,71122.79837,649
B,3044,43662.416639999996,41188.12777,712
B,3045,29778.74445,55964.56469,695
B,3046,19975.03493,74969.44532,684
B,3047,8392.346071,66334.59026,498
B,3048,29931.98797,59383.628220000006,651
B,3049,26143.20442,44742.82494,492
B,3050,21823.831000000002,67395.73577999999,604
B,3051,28151.307719999997,58847.79851,583
B,3052,26961.813489999997,67850.09397999999,643
B,3053,29666.013810000004,77742.79563,774
B,3054,14676.3568,63782.42145,460
B,3055,25917.42874,44576.084,832
B,3056,30500.91395,75813.35204,673
B,3057,21209.862680000002,54255.01065,610
B,3058,23125.06939,64242.71597999999,423
B,3059,12946.47367,75557.29873,719
B,3060,28194.16049,49721.76436,516
B,3061,25951.04996,66156.60035,440
B,3062,47951.88544,61559.491089999996,690
B,3063,16090.78636,78511.76861,721
B,3064,15210.747609999999,61814.88729,562
B,3065,7246.180135,65109.365679999995,731
B,3066,13076.69483,62870.38605,532
B,3067,22425.43134,68871.03278,566
B,3068,22066.515359999998,72844.63717999999,657
B,3069,17370.0958,57194.73435,651
B,3070,33441.83071,50472.761269999995,763
B,3071,21589.92681,46920.39186,591
B,3072,17347.79686,56533.70694,598
B,3073,21612.96781,61193.49857999999,643
B,3074,17983.90207,57770.18049,780
B,3075,17341.02482,78191.28431,644
B,3076,19345.85609,54503.089439999996,509
B,3077,26082.554180000003,54653.079439999994,446
B,3078,12102.97773,65910.24788,465
B,3079,15134.057069999999,65557.36431,420
B,3080,14336.675830000002,68605.28976,624
B,3081,23535.21155,50207.029389999996,410
B,3082,20505.39899,50832.628110000005,646
B,3083,26406.4643,70527.21546,619
B,3084,21031.09188,63246.747670000004,608
B,3085,15752.03436,59119.74517,594
B,3086,18933.91283,60417.11909,530
B,3087,19470.14977,69275.21611000001,624
B,3088,16463.65731,67321.37006,681
B,3089,32355.472360000003,38233.089869999996,543
B,3090,15402.01944,70183.06377000001,611
B,3091,22200.48013,55931.38579,529
B,3092,20034.471719999998,57718.00085,543
B,3093,25131.59826,52498.1441,628
B,3094,28577.796789999997,58247.64919,560
B,3095,23209.71147,52850.61558,670
B,3096,48855.548610000005,82027.60671000001,525
B,3097,20260.43597,71644.42764,551
B,3098,20579.15958,51618.85323,745
B,3099,31229.89763,71054.92586,795
B,3100,19308.1485,54955.208979999996,477
B,3101,39842.67166,32782.03892,576
B,3102,13800.20234,70381.72506,592
B,3103,29631.01425,59425.99563,591
B,3104,12378.9444,75654.20695,595
B,3105,28807.77165,65638.27894,731
B,3106,16572.0589,67255.43549,512
B,3107,18227.63917,57213.790779999996,574
B,3108,25759.70724,67353.70249,752
B,3109,23707.49024,50515.00617,723
B,3110,18376.633990000002,67045.50296,530
B,3111,12775.90185,64190.124260000004,581
B,3112,23216.250509999998,54558.098020000005,649
B,3113,29448.8526,59627.98706,762
B,3114,47835.705460000005,63605.14435,516
B,3115,19962.29094,74024.85472999999,756
B,3116,29270.61769,58676.10134,579
B,3117,15190.67999,27199.6423,448
B,3118,16580.232509999998,62765.75947999999,724
B,3119,19978.40641,57531.769120000004,495
B,3120,12520.825920000001,59485.40356,442
B,3121,14066.414040000001,64810.58855,749
B,3122,40716.763119999996,55681.71432000001,615
B,3123,23192.72738,67747.96222999999,635
B,3124,13900.90535,53484.96845,754
B,3125,19113.595719999998,51694.31044,589
B,3126,19628.927669999997,68756.73878,608
B,3127,23592.660969999997,68587.32482000001,645
B,3128,14388.417919999998,70486.79712999999,589
B,3129,24509.87714,57990.63805,617
B,3130,22292.15953,65398.34172999999,629
B,3131,19074.217119999998,59707.15308,473
B,3132,23524.70721,65559.4359,572
B,3133,29816.11117,53272.01763,813
B,3134,7335.145853,63605.0107,729
B,3135,26133.68204,51543.86381,635
B,3136,26596.909069999998,63783.78024,719
B,3137,25815.53687,51172.39159,578
B,3138,26940.12168,71281.14156,557
B,3139,17449.79007,66890.02213,509
B,3140,19128.40285,67422.25439,711
B,3141,21930.34804,70276.50819,631
B,3142,30137.20384,67899.62286,573
B,3143,28625.605110000004,44693.09557,423
B,3144,18324.26998,59599.920320000005,639
B,3145,21159.88435,60760.16816,614
B,3146,19354.83204,53636.97435,563
B,3147,21773.4984,67397.9633,557
B,3148,24198.61479,61729.907439999995,476
B,3149,22299.00029,58125.34726,726
B,3150,23230.42278,68959.4096,647
B,3151,19654.221569999998,53366.55354,437
B,3152,19401.55401,58123.88824,438
B,3153,48802.14531,62505.75232000001,613
B,3154,22710.25789,60574.98337,599
B,3155,6981.450233,64424.18082,586
B,3156,21667.11937,55184.921879999994,584
B,3157,18740.38852,70523.01659,552
B,3158,22636.33495,61155.64189,754
B,3159,21765.25087,54815.164860000004,655
B,3160,6937.350595999999,38250.275180000004,573
B,3161,17718.99531,55334.833920000005,599
B,3162,15200.91741,65310.34359,741
B,3163,26193.09299,70282.56705,388
B,3164,18918.53555,53592.40169,623
B,3165,22214.90609,72904.92498,565
B,3166,30710.453869999998,53276.57291,618
B,3167,28167.69059,54844.86882999999,591
B,3168,12511.28759,60831.749489999995,579
B,3169,48284.20573,59980.63673,682
B,3170,23461.14146,54525.83241,687
B,3171,22916.92605,52728.19113,692
B,3172,32066.01502,51465.588789999994,535
B,3173,17993.929930000002,72513.82832,538
B,3174,49810.81676,28702.27096,559
B,3175,19500.97771,62383.99612999999,482
B,3176,21039.23413,62105.990620000004,675
B,3177,19718.53126,69250.65771,590
B,3178,46868.47857,62168.1384,606
B,3179,18749.60915,64984.36845,455
B,3180,17209.70427,66932.47864,621
B,3181,44823.49869,67143.46925,623
B,3182,17061.58581,44259.43103,429
B,3183,14605.451640000001,64734.64129,727
B,3184,18636.913930000002,55529.886620000005,678
B,3185,18849.6993,58751.881539999995,702
B,3186,16350.942930000001,71862.82474,593
B,3187,28237.1079,23324.382869999998,679
B,3188,19715.60371,57804.95206,454
B,3189,21900.49348,59012.21169,693
B,3190,16461.48628,74303.31688,484
B,3191,16516.42766,74960.14542,672
B,3192,25599.48965,55954.061929999996,622
B,3193,15453.50116,69587.61452,606
B,3194,25695.88404,66645.05072,739
B,3195,18025.10221,68178.79782,597
B,3196,13820.388009999999,59410.781670000004,549
B,3197,18883.065319999998,61241.21204,688
B,3198,13830.62569,79957.18345,750
B,3199,24844.45751,61661.84559,650
B,3200,20821.87828,51043.93057,662
B,3201,25441.67534,53672.18029,643
B,3202,29041.207980000003,55047.66216,577
B,3203,17539.51794,69272.76584,574
B,3204,22367.040230000002,60137.29815,582
B,3205,27478.26734,41134.03247,580
B,3206,22491.19066,57995.98409,414
B,3207,19823.98717,63613.14114,741
B,3208,18339.88972,43171.343660000006,544
B,3209,24341.53325,63261.64977,669
B,3210,21950.41356,62426.73108,629
B,3211,13421.0192,75018.89624,580
B,3212,24343.45293,79005.77665,726
B,3213,19334.9572,57491.55127,570
B,3214,16001.03664,69412.25308,454
B,3215,27247.30585,66147.81278,541
B,3216,24998.13122,56345.125179999995,681
B,3217,10710.46275,29623.0271,728
B,3218,19960.96065,57288.69111,635
B,3219,18006.57261,69870.55399,569
B,3220,20309.884009999998,63136.039970000005,713
B,3221,22521.25532,64594.70854,667
B,3222,20311.44255,54313.917389999995,521
B,3223,33926.902160000005,70899.97963999999,674
B,3224,18210.40509,66713.50237999999,611
B,3225,19717.063280000002,51979.12103,549
B,3226,14874.796980000001,69811.00126,342
B,3227,17870.12735,63513.45966,637
B,3228,18837.37977,65875.24242000001,634
B,3229,22909.59893,65713.61362999999,640
B,3230,20585.83844,57448.21487999999,580
B,3231,13752.726130000001,68885.71213,689
B,3232,17735.639919999998,61489.02353,440
B,3233,10061.18091,64730.77654,540
B,3234,30413.471660000003,51702.284960000005,617
B,3235,27930.061339999997,56682.048570000006,467
B,3236,21613.37818,50699.33337,699
B,3237,19142.8482,68908.66671,478
B,3238,19459.37185,62206.35149,550
B,3239,18132.66215,83686.36218,486
B,3240,64975.75614,49630.35812,612
B,3241,12147.7592,64660.598560000006,559
B,3242,18579.58764,68240.3219,685
B,3243,20095.46598,73371.12243999999,629
B,3244,11909.847,73983.81268999999,470
B,3245,14940.52014,52848.54398,634
B,3246,19271.91722,68568.95892,727
B,3247,48822.12237,82069.86275,536
B,3248,18033.52001,57628.554829999994,367
B,3249,19186.405740000002,64754.16549,517
B,3250,24398.07546,61800.29704,503
B,3251,27047.57377,51529.50744,510
B,3252,20941.30859,64049.1223,576
B,3253,25887.03056,56180.29991,662
B,3254,21649.81939,56945.508389999995,520
B,3255,16980.34446,59350.883689999995,360
B,3256,13975.86424,60982.675039999995,693
B,3257,19474.686380000003,60107.93945,726
B,3258,26793.86563,59612.0603,452
B,3259,20169.00986,62691.3158,582
B,3260,20255.17785,54086.78841,468
B,3261,27141.62705,49419.30069,589
B,3262,17951.68711,60759.78947999999,678
B,3263,22758.5075,63876.099760000005,397
B,3264,11633.93493,57298.88201,777
B,3265,24345.04706,50691.86005,465
B,3266,15886.5845,77778.03498,655
B,3267,18198.31831,74531.02502,530
B,3268,23155.62428,63686.159210000005,633
B,3269,28507.41843,22558.81799,402
B,3270,17547.40133,49022.51272,690
B,3271,25784.465630000002,52043.22902,561
B,3272,9416.891083,39758.9961,545
B,3273,20406.92303,71861.04273,646
B,3274,20058.22471,57364.52699,635
B,3275,19755.03826,68628.24434,482
B,3276,24859.62806,67502.25574,468
B,3277,30858.16588,75310.67896,531
B,3278,50277.86485,73039.67874,656
B,3279,22769.468109999998,76700.61743,627
B,3280,17685.42314,72301.71282,664
B,3281,16189.694109999999,69935.15204,551
B,3282,21467.89676,70910.89447999999,579
B,3283,3141.667917,55100.34299,647
B,3284,40882.62758,55295.18407999999,447
B,3285,24290.737259999998,64653.03612999999,455
B,3286,30571.15484,77042.35226,694
B,3287,16294.837230000001,63610.501529999994,773
B,3288,20989.82834,62060.18169,593
B,3289,29661.504269999998,54866.19732000001,414
B,3290,12905.653629999999,57509.76123,510
B,3291,18142.12161,77127.86672,635
B,3292,16073.540180000002,58272.97607999999,644
B,3293,20985.70852,56444.96257999999,546
B,3294,16884.3735,74381.43598,612
B,3295,19596.45999,64083.615439999994,703
B,3296,8861.702988,65258.2085,424
B,3297,26853.14855,66193.5883,500
B,3298,26478.59394,57043.06258,540
B,3299,19029.60329,63947.202170000004,682
B,3300,25074.90405,76511.46765,795
B,3301,18946.66287,69253.92103,547
B,3302,29090.146839999998,65320.85748,531
B,3303,48803.985160000004,60523.26037,625
B,3304,18814.71405,54238.03695,802
B,3305,20329.3528,76959.91178,514
B,3306,36850.05409,32600.97503,739
B,3307,25846.82615,79966.29400000001,503
B,3308,9332.443022,59088.87176,506
B,3309,22278.80273,67235.95584,619
B,3310,25689.02577,43657.967469999996,563
B,3311,21969.32518,73506.33285,478
B,3312,19275.305669999998,68553.32174,714
B,3313,19084.95088,63959.49808,747
B,3314,27246.06354,60006.13069,715
B,3315,25878.80244,54667.53604,411
B,3316,21067.84274,57888.75132,682
B,3317,29007.32473,58748.59595,482
B,3318,19566.68145,68836.08301,560
B,3319,17413.94811,71449.82044,551
B,3320,19645.69823,68761.21609,428
B,3321,26946.49275,56955.04217000001,699
B,3322,17977.054809999998,71965.72499,445
B,3323,25974.34995,59860.87417,524
B,3324,18980.94606,78979.59216,832
B,3325,20264.09777,63369.573070000006,642
B,3326,17225.83913,63836.36082,516
B,3327,15785.507469999999,64730.30877,525
B,3328,28566.617169999998,55976.682389999994,668
B,3329,18109.34631,65388.91932000001,495
B,3330,13644.52666,59075.974420000006,573
B,3331,40851.75922,57275.49306,577
B,3332,26683.19941,50257.41587,445
B,3333,18670.06393,53328.59661,514
B,3334,21564.463,64096.13409,400
B,3335,21441.06564,68692.12959,410
B,3336,17540.27682,67329.31116,601
B,3337,30842.92774,73329.91334,601
B,3338,23140.78401,63565.46109,705
B,3339,25612.90006,55976.34826,744
B,3340,7228.864115,63017.21297000001,650
B,3341,28980.675330000002,65913.26617,752
B,3342,31496.211960000004,40256.67954,912
B,3343,49222.63779,54724.78327000001,537
B,3344,15776.561780000002,69615.58102,563
B,3345,14635.08381,59660.876379999994,596
B,3346,33728.38825,49747.97113,573
B,3347,18737.46999,61954.92028,687
B,3348,21014.47671,55558.00905,679
B,3349,22478.58259,58857.1875,448
B,3350,21355.68856,52323.03883,716
B,3351,16766.79699,70540.66967999999,527
B,3352,28262.42016,60920.660910000006,467
B,3353,30005.044789999996,56021.42211,773
B,3354,24225.75733,70820.72451,637
B,3355,30663.47845,56914.222879999994,627
B,3356,26023.81552,44499.412789999995,619
B,3357,19227.68513,58333.57574,667
B,3358,23566.76564,55865.79649,716
B,3359,12143.70961,64593.5391,645
B,3360,22605.704990000002,61406.928320000006,680
B,3361,22168.305080000002,67516.48959,605
B,3362,20287.91496,54159.1605,489
B,3363,18277.213369999998,77160.18802,691
B,3364,19952.997330000002,72525.19981,613
B,3365,15671.915659999999,57860.25022,584
B,3366,14593.79221,51640.404480000005,613
B,3367,26478.91859,70332.86443,591
B,3368,25876.668230000003,53248.18318,533
B,3369,18293.40145,69940.977,541
B,3370,24573.9621,81684.66901,375
B,3371,17938.31155,34297.63174,768
B,3372,18219.6773,63277.710179999995,661
B,3373,16574.21312,79886.27038,416
B,3374,17396.3293,56815.71085,644
B,3375,19268.56318,68567.84516,575
B,3376,21785.81093,61164.48514,570
B,3377,27200.06032,70280.4509,528
B,3378,64980.9619,47905.44534,548
B,3379,7713.503073000001,38921.74966,666
B,3380,14539.45221,61256.348029999994,481
B,3381,13380.27205,76220.4757,764
B,3382,14831.01243,58668.86191,603
B,3383,17270.42815,63782.722160000005,674
B,3384,14169.999259999999,61334.47826,541
B,3385,15095.79726,64270.860689999994,922
B,3386,18353.926330000002,70335.3147,284
B,3387,22885.124519999998,63092.748139999996,739
B,3388,36341.52409,95725.92441,550
B,3389,17330.7169,67995.42846,542
B,3390,23767.83532,72515.57693,801
B,3391,6761.468073999999,57597.146810000006,561
B,3392,63781.075379999995,46599.58457,530
B,3393,26380.47729,67601.9038,663
B,3394,27342.938869999998,41736.86595,628
B,3395,25092.18098,70251.17017,594
B,3396,20419.51635,63263.431789999995,523
B,3397,26566.762469999998,56808.972610000004,518
B,3398,22250.1238,67689.73487999999,691
B,3399,21652.24886,50210.14791,710
B,3400,21696.4399,59200.771179999996,503
B,3401,22580.29018,58657.47927999999,534
B,3402,25501.242159999998,60552.975479999994,634
B,3403,14401.773659999999,59640.76188,448
B,3404,22087.35605,57433.891939999994,707
B,3405,20433.30226,52854.74762,548
B,3406,17153.41595,55439.48276,723
B,3407,16316.11207,70562.95601000001,658
B,3408,16726.18216,63210.4948,596
B,3409,14641.58355,52635.994119999996,704
B,3410,26911.38935,61165.07544,621
B,3411,28583.60425,59085.50821,537
B,3412,40099.0372,58116.236710000005,679
B,3413,35930.86238,70524.92112,554
B,3414,28565.71971,56175.031820000004,436
B,3415,64627.562620000004,48066.53951,492
B,3416,26818.70005,65109.35454,495
B,3417,13599.6656,69026.49132999999,674
B,3418,39181.55652,40140.70377,647
B,3419,22859.82689,51577.96712,557
B,3420,19214.85227,52405.111769999996,352
B,3421,17646.25507,76324.56766,647
B,3422,20953.43561,50904.95566,492
B,3423,28333.171430000002,53183.930389999994,495
B,3424,18344.264730000003,63081.0648,586
B,3425,23311.57692,51252.17019,448
B,3426,22138.44772,35993.798389999996,684
B,3427,27265.98743,64163.83954,629
B,3428,23403.04704,68225.21932,732
B,3429,15500.80906,59351.83037999999,674
B,3430,15371.52005,62872.89201,583
B,3431,20780.0996,70394.78946,471
B,3432,29038.223830000003,64924.058370000006,649
B,3433,17435.87589,71379.47538999999,645
B,3434,18991.033580000003,62301.25494,563
B,3435,16239.91841,46014.13688,650
B,3436,39278.58481,51357.42046,442
B,3437,20750.343090000002,68458.49625,503
B,3438,19880.54415,63843.36637,465
B,3439,20367.62224,71773.95787,535
B,3440,18709.83996,69364.51735,677
B,3441,17210.181090000002,67094.55292999999,601
B,3442,23672.96874,62083.94932000001,543
B,3443,22838.41349,60135.11517999999,649
B,3444,6874.506041,39181.032869999995,546
B,3445,27849.889919999998,55794.983660000005,654
B,3446,7875.9041799999995,45001.91881,793
B,3447,18934.95449,68821.48162,514
B,3448,24762.99923,72093.74051,529
B,3449,28485.460810000004,66561.5299,550
B,3450,25751.52854,51765.14555,683
B,3451,21850.2753,62590.94379,513
B,3452,10718.0362,71568.55834,660
B,3453,17339.097380000003,64994.269770000006,642
B,3454,32037.094510000003,40789.6803,425
B,3455,39058.836639999994,74366.02155,661
B,3456,11244.87985,56327.92872999999,425
B,3457,23956.78356,70217.53463,844
B,3458,22020.44417,60798.225320000005,687
B,3459,28520.9986,53270.74794,670
B,3460,18460.62565,78758.04312,563
B,3461,25274.41747,52903.15161,718
B,3462,22575.55746,60358.368279999995,657
B,3463,24413.30358,67211.59792,467
B,3464,27934.678010000003,59786.30797,508
B,3465,8513.592098000001,66568.21245,541
B,3466,20221.2665,58053.72139,672
B,3467,46975.21035,33872.64338,703
B,3468,21228.17786,61540.80221,656
B,3469,20410.55541,51633.287560000004,641
B,3470,27755.6757,56698.754960000006,564
B,3471,14555.150440000001,61863.959539999996,407
B,3472,25650.28302,58855.31639,670
B,3473,36898.20572,93537.1642,534
B,3474,16918.29363,69404.53473,495
B,3475,27010.90787,60279.61434,503
B,3476,10309.93309,70567.87882,702
B,3477,17007.16892,71320.24566,621
B,3478,17065.73123,69534.1652,687
B,3479,17703.90115,55113.1735,664
B,3480,14467.202830000002,70086.89064,448
B,3481,22478.50455,62595.487929999996,524
B,3482,20425.092480000003,56947.60225,659
B,3483,29130.35374,49575.14906,490
B,3484,20591.70993,71704.75998999999,618
B,3485,20108.50023,54802.72417,620
B,3486,20665.4801,55719.515320000006,553
B,3487,27731.73472,54679.999,658
B,3488,23196.896,63603.473710000006,532
B,3489,15274.146690000001,62459.47561,689
B,3490,28134.11959,54520.80936,582
B,3491,19884.92535,68699.78111,608
B,3492,28844.148119999998,93203.19227,682
B,3493,28326.978860000003,55187.9179,456
B,3494,24101.89543,50736.31019,527
